Region,Zone,District,match_0,match_1,match_2,match_3,match_4,match_5,match_6,match_7,match_8,match_9,match_10,match_11,match_12,match_13
Harreri,,Jenila,Jenila,Jenila,jenila,jenela,Gineela,gineela woreda,,,,,,,,
Harreri,,Shenkor,Shenkor,Shenkor,Shenkor Woreda,,,,,,,,,,,
Harreri,,Sofi,So,Sofi,Sofi Woreda,,,,,,,,,,,
Oromiya,Arsi,Amigna,Amigna,Amigna,Amigna Woreda,,,,,,,,,,,
Oromiya,Arsi,Aseko,Aseko,Aseko,Aseko Woreda,,,,,,,,,,,
Oromiya,Arsi,Bekoji,Bekoji,Bekoji,bekoji,bekoji city,bekoji town,beki,Bokeji Town Woreda,,,,,,,
Oromiya,Arsi,Bele,Bele,Bele gasgar woreda,bele,bale gesgara,bale gasegar,bale,,,,,,,,
Oromiya,Arsi,Chole,Chole,Chole,Chole Woreda,,,,,,,,,,,
Oromiya,Arsi,Digalu,Digelu & Tijo,Digalu,Digeluna Tijo Woreda,digelu & tijo,digluna tijo,,,,,,,,,
Oromiya,Arsi,Dikisis,Dikisis,Dikisis,Deksis Woreda,diksis,dikisis,,,,,,,,,
Oromiya,Arsi,Dodota,Dodota,Dodota,Dodota Woreda ,,,,,,,,,,,
Oromiya,Arsi,Gololcha,Gololcha,Gololcha,Gololcha Woreda,,,,,,,,,,,
Oromiya,Arsi,Guna,Guna,Guna,Guna Woreda,gununo,,,,,,,,,,
Oromiya,Arsi,Hetosa,Hetosa,Hetosa,Hitosa Woreda,hetosa,,,,,,,,,,
Oromiya,Arsi,Hinkolo Wabe,Hinkolo wabe,Hinkolo Wabe,hinkolo wabe,Enkelo wabe woreda,,,,,,,,,,
Oromiya,Arsi,Jeju,Jeju,Jeju,Jeju Woreda,,,,,,,,,,,
Oromiya,Arsi,Limuna Bilbilo,Limuna bilbilo,Limuna Bilbilo,Limuna Bilbilo Woreda,,,,,,,,,,,
Oromiya,Arsi,Lode hetosa,Lode Hetosa,Lode hetosa,Lode Hetosa Woreda,lode hetosa,lude hitosa,,,,,,,,,
Oromiya,Arsi,Marti,Merti,Marti,Merti Woreda,marti,,,,,,,,,,
Oromiya,Arsi,Munesa,munesa,Munesa,Munesa Woreda,,,,,,,,,,,
Oromiya,Arsi,Robe,Robe,Robe,Robe Woreda,,,,,,,,,,,
Oromiya,Arsi,Seru,Seru,Seru,Seru Woreda,,,,,,,,,,,
Oromiya,Arsi,shirka,shirka,shirka,Shirka Woreda,,,,,,,,,,,
Oromiya,Arsi,Sire,Sire,Sire,Sire Woreda,,,,,,,,,,,
Oromiya,Arsi,Sude,Sude,Sude,Sude Woreda,,,,,,,,,,,
Oromiya,Arsi,Tena,Tena,Tena,Tena Woreda,,,,,,,,,,,
Oromiya,Arsi,Tiyo,Tiyo,Tiyo,Tiyo Woreda,,,,,,,,,,,
Oromiya,Arsi,Zuway dugda,Zuway dugda,Zuway dugda,Zeway Dugda Woreda,zuway dugda,,,,,,,,,,
Oromiya,Bale,Agarfa,Agarfa,Agarfa,Agarfa Woreda,,,,,,,,,,,
Oromiya,Bale,Berbere,Berbere,Berbere,Berbere Woreda,barbare,,,,,,,,,,
Oromiya,Bale,Dawe Kachen,Dawe kachen,Dawe Kachen,Dawe Kechen Woreda,dawe kechen,dawe kachen,dawe kachen,,,,,,,,
Oromiya,Bale,Dawe Serer,Dawe Sarar,Dawe Serer,Dawe Serer Woreda,dawe serar,dawe sarar,dawe serer,dawe,,,,,,,
Oromiya,Bale,Dinsho,Dinsho,Dinsho,Dinsho Woreda,,,,,,,,,,,
Oromiya,Bale,Dolo mena,Delo,Dolo mena,Delo Mena Woreda,Delo Mena Woreda,Delo Mena Woreda,Dollo Woreda,dolo mena,,,,,,,
Oromiya,Bale,Gasara,Gasera,Gasara,Gasera Woreda,gasara,,,,,,,,,,
Oromiya,Bale,Ginnir,Ginir,Ginnir,Gindhir Woreda,gindhir,,,,,,,,,,
Oromiya,Bale,Ginnir Town,Ginir Town,Ginnir Town,Ginnir Town Woreda,ginir town,ginnir town,,,,,,,,,
Oromiya,Bale,Goba,Goba,Goba,Goba Woreda,goba,,,,,,,,,,
Oromiya,Bale,Goba Town,Goba Town,Goba Town,Goba Town Woreda,,,,,,,,,,,
Oromiya,Bale,Gololcha,Gololcha,gololcha bale,,,,,,,,,,,,
Oromiya,Bale,Goro,Goro,,,,,,,,,,,,,
Oromiya,Bale,Gura Dhamole,Gura Dhamole,,,,,,,,,,,,,
Oromiya,Bale,Harena buluk,Missing in HSTP,arena buluq woreda,,,,,,,,,,,,
Oromiya,Bale,Lege hidha,Lege Hidha,,,,,,,,,,,,,
Oromiya,Bale,Mede Walabu,Mede Walabu,Meda welabu woreda,,,,,,,,,,,,
Oromiya,Bale,Rayitu,Rayitu,Raytu woreda,,,,,,,,,,,,
Oromiya,Bale,Robe Town,Robe Town,Robe Town Woreda,,,,,,,,,,,,
Oromiya,Bale,Sewena,Missing in HSTP,seweyna woreda,,,,,,,,,,,,
Oromiya,Bale,Sinana,Missing in HSTP,,,,,,,,,,,,,
Oromiya,Borena,Abaya,Abaya,Abaya,Abaya Woreda,,,,,,,,,,,
Oromiya,Borena,Arero,Arero,Arero,Arero Woreda,,,,,,,,,,,
Oromiya,Borena,Bule Hora,Bule Hora,Bule Hora,Bule Hora Woreda,bule hora hospital,,,,,,,,,,
Oromiya,Borena,Bule Hora Town,Bule Hora Town,Bule Hora Town,bule hora town,Bule Hora Town Woreda,,,,,,,,,,
Oromiya,Borena,Dhas,Dhas,Dhas,Dhaas Woreda,dhas,dhas/borbor,,,,,,,,,
Oromiya,Borena,Dillo,Dilo,Dillo,Dillo Woreda,dilo,dillo,dilo/malbe,,,,,,,,
Oromiya,Borena,Dire,Dire,Dire,Dire Woreda,,,,,,,,,,,
Oromiya,Borena,Dugda Dawa,Dugda Dawa,Dugda Dawa,Dugda Dawa Woreda,dugida dawa,dugda dawa,,,,,,,,,
Oromiya,Borena,Galana,Galana,Galana,Gelana Woreda,galana,galaan,gelana borena,,,,,,,,
Oromiya,Borena,Malka Soda,Malka Soda,Malka Soda,Malka Soda Woreda,malka soda,melka soda,,,,,,,,,
Oromiya,Borena,Miyo,Miyo,Miyo,Miyo Woreda,miyo,,,,,,,,,,
Oromiya,Borena,Moyale,Moyale,Moyale,Moyale Woreda,moyale hospital,moyale,,,,,,,,,
Oromiya,Borena,Taltale,Teltele,Taltale,Teltele Woreda,taltale,teletele,,,,,,,,,
Oromiya,Borena,Yabello,Yabelo,Yabello,Yabelo Woreda,yabello,Yabello Woreda,yabelo rural,,,,,,,,
Oromiya,Borena,Yabello Town,YabeloTown,Yabello Town,yabello town,yabelo hospital,,,,,,,,,,
Oromiya,East Hararge,Aweday,Awedayi Town,Aweday,aweday,aweday city,aweday town,Aweday Town Woreda,,,,,,,,
Oromiya,East Hararge,Babile,Babile,Babile,,,,,,,,,,,,
Oromiya,East Hararge,Baddennoo,Beddeno,Baddennoo,baddennoo,Bedeno Woreda,,,,,,,,,,
Oromiya,East Hararge,chinakson,Chnakson,chinakson,chinaksan,chinaksen,Chinaksen Woreda,chinakson,,,,,,,,
Oromiya,East Hararge,Deder,Dadar,Deder,Deder Woreda,,,,,,,,,,,
Oromiya,East Hararge,Deder town,Deder town,Deder Town Woreda,deder town,deder hospital,,,,,,,,,,
Oromiya,East Hararge,Fedis,Fadis,Fedis,Fedis Woreda,,,,,,,,,,,
Oromiya,East Hararge,GIRAWA,Grawa,GIRAWA,Girawa Woreda,Meyu muleke woreda,,,,,,,,,,
Oromiya,East Hararge,Gola-Oda,Missing in HSTP,Gola Oda,Gole Oda Woreda,gola oda,,,,,,,,,,
Oromiya,East Hararge,Gorro Gutu,Missing in HSTP,Gorro Gutu,Goro Gutu Woreda,gorro gutu,,,,,,,,,,
Oromiya,East Hararge,Gursum,Gursum,Gursum,Gursum Woreda,,,,,,,,,,,
Oromiya,East Hararge,Haramaya,Haromaya,Haramaya,Haromaya Woreda,haramaya,haro maya,,,,,,,,,
Oromiya,East Hararge,Haromaya Town,Haromaya Town,Haromaya Town,Haromaya Town Woreda,haromaya town,haromaya hospital,haromaya rural,,,,,,,,
Oromiya,East Hararge,Jarso,Jarso,Jarso,Jarso Woreda,,,,,,,,,,,
Oromiya,East Hararge,Kersa,Kersa,Kersa,Kersa Woreda,kersa,Qersa Woreda,qersa,,,,,,,,
Oromiya,East Hararge,Kombolcha,Kombolcha,Kombolcha,Kombolcha Woreda,Kombolcha Town Woreda,kombolcha,,,,,,,,,
Oromiya,East Hararge,Kurfa,Kurfa callee,Kurfa,Kurfa Chele Woreda,kurfacale,kurfa,,,,,,,,,
Oromiya,East Hararge,Mayyu,Mayyu,Mayyu,mayyu,,,,,,,,,,,
Oromiya,East Hararge,Melka Bello,Melka Belo,Melka Bello,Melka Belo Woreda,melka bello,melka balo,malka balo,,,,,,,,
Oromiya,East Hararge,Metta,Metta,Metta,Meta Woreda,metta,,,,,,,,,,
Oromiya,East Hararge,Midhega,Missing in HSTP,Midhega,Midega Tola Woreda,midhega,midega tola,midga tola,midhaga tola,,,,,,,
Oromiya,East Hararge,Qumbii,Qumbi,Qumbii,qumbi,qumbii,Kumbi woreda,,,,,,,,,
Oromiya,East Shewa,Adama Rural,Adama,Adama Rural,adama rural,,,,,,,,,,,
Oromiya,East Shewa,Adami tullu J/K,Adaami Tullu JK,Adami tullu J K,adami tulu,adami tullu j k,Adami Tulu Jido Kombolcha Woreda,,,,,,,,,
Oromiya,East Shewa,Adaa,Adaa Woreda,,,,,,,,,,,,,
Oromiya,East Shewa,Adea,Ade’a,,,,,,,,,,,,,
Oromiya,East Shewa,Batu,Batu,Batu,batu hospital,batu town,batu,zeway batu town woreda,,,,,,,,
Oromiya,East Shewa,Bora,Bora,Bora,Bora Woreda,,,,,,,,,,,
Oromiya,East Shewa,Boset,Boset,Boset,Boset Woreda,,,,,,,,,,,
Oromiya,East Shewa,Dugda,Dugda,Dugda,Dugda Woreda,,,,,,,,,,,
Oromiya,East Shewa,Fantalle,Fantalle,Fantalle,Fentale Woreda,fantalle,,,,,,,,,,
Oromiya,East Shewa,Gimbichu,Gimbichu,Gimbichu,Gimbichu Woreda,,,,,,,,,,,
Oromiya,East Shewa,Liben,Liben,Liben,Liben Woreda,liban,liben chukala,,,,,,,,,
Oromiya,East Shewa,Lume,Lume,Lume,Lume Woreda,lume,lome,,,,,,,,,
Oromiya,East Shewa,Methehara,Methehara,Methehara,Metehara Town Woreda,metehara,metahara city,methehara,matahara,,,,,,,
Oromiya,East Shewa,Modjo,Modjo,Modjo,Mojo Town Woreda,mojo town,mojo,modjo,,,,,,,,
Oromiya,East Wolega,Bonaya Boshe,Bonaya Boshe,Bonaya Boshe,bonaya boshe,boneya boshe,Bilo bosha woreda,,,,,,,,,
Oromiya,East Wolega,Diga,Diga,Diga,Diga Woreda,,,,,,,,,,,
Oromiya,East Wolega,Ebantu,Ebantu,Ebantu,Ebantu Woreda,,,,,,,,,,,
Oromiya,East Wolega,Gida Ayana,Gida Ayana,Gida Ayana,Gida Ayana Woreda,gida ayana,gida ayyana,,,,,,,,,
Oromiya,East Wolega,Gobu Sayo,Gobu Sayo,Gobu Sayo,Gobu Seyo Woreda,gobu sayo,gubu sayo,,,,,,,,,
Oromiya,East Wolega,Gudeya Bila,Gudeya Bila,Gudeya Bila,Gudeya Bila Woreda,gudeya bila,gudaya bila,,,,,,,,,
Oromiya,East Wolega,Guto Gida,Guto Gida,Guto Gida,Guto Gida Woreda,,,,,,,,,,,
Oromiya,East Wolega,Haro Limu,Haro Limu,Haro Limu,Haro Limu Woreda,haro limu,,,,,,,,,,
Oromiya,East Wolega,Jima Arjo,Jima Arjo,Jima Arjo,Jimma Arjo Woreda,jima arjo,,,,,,,,,,
Oromiya,East Wolega,Kiremu,Kiramu,Kiremu,keremu,kiremu,Gida keremu woreda,,,,,,,,,
Oromiya,East Wolega,Leka Dullacha,Leqa Dullecha,Leka Dullacha,Leqa Dulecha Woreda,leka dulecha,leka dullacha,,,,,,,,,
Oromiya,East Wolega,Limmu,Limu,Limmu,Limu Woreda,limmu,,,,,,,,,,
Oromiya,East Wolega,Nunu Kumba,Nunu Kumba,Nunu Kumba,Nunu Qumba Woreda,nunu kumba,,,,,,,,,,
Oromiya,East Wolega,Sasiga,Sasiga,Sasiga,Sasiga Woreda,,,,,,,,,,,
Oromiya,East Wolega,Sibu Sire,Sibu Sire,Sibu Sire,Sibu Sire Woreda,,,,,,,,,,,
Oromiya,East Wolega,Wama Hagalo,Wama Hagalo,Wama Hagalo,Wama Hage Woreda,wama hagalo,wama hage,,,,,,,,,
Oromiya,East Wolega,Wayu Tuqa,Wayu Tuqa,Wayu Tuqa,Wayu Tuka Woreda,wayu tuka,,,,,,,,,,
Oromiya,Finfine Special,Akaki,Akaki,Akaki,,,Akaki Woreda,,,,,,,,,
Oromiya,Finfine Special,Barak,Barak,Barak,barak,Barak Haleltu Woreda,,,,,,,,,,
Oromiya,Finfine Special,Holota town,Holota town,Holota town,Holeta Woreda,holeta,holota town,holota,,,,,,,,
Oromiya,Finfine Special,Mulo,Mulo,Mulo,Mulo Woreda,,,,,,,,,,,
Oromiya,Finfine Special,Sandafa town,Sandafa town,Sandafa town,Sendafa Woreda,sandefa,sandafa town,,,,,,,,,
Oromiya,Finfine Special,Sebeta Hawas,Sabata Hawas,Sebeta Hawas,Sebeta Hawas Woreda,sebata awas,,,,,,,,,,
Oromiya,Finfine Special,Sululta,Sululta,Sululta,Sululta Woreda,,,,,,,,,,,
Oromiya,Finfine Special,Walmara,Walmara,Walmara,Walmara Woreda,walmara,wolmera,,,,,,,,,
Oromiya,Guji,Adola Woyu,Adola Woyu,Adola Woyu,adola wayyu,adola woyu,adola hospital,adola rural,Adola Rural Woreda,adola town,adola town woreda,,,,,
Oromiya,Guji,Ana Rede,Adola Rede,Ana Rede,ana rede,,,,,,,,,,,
Oromiya,Guji,Ana Sora,Ana Sora,Ana Sora,ana sora,anasora,anna soraa,anna sora,Anna Sorra Woreda,,,,,,,
Oromiya,Guji,Bore,Bore,Bore,Bore Woreda,,,,,,,,,,,
Oromiya,Guji,Dama,Dama,Dama,Dama Woreda,dama,daamaa,,,,,,,,,
Oromiya,Guji,Girja,Girja,Girja,Girja Woreda,,,,,,,,,,,
Oromiya,Guji,Goro Dola,Goro Dola,Goro Dola,Goro Dola Woreda,goro dola,goro doola,,,,,,,,,
Oromiya,Guji,Hambela wamena,Hambella Wamena,Hambela wamena,Hambela Wemena Woreda,hambala wamana,hambela wemena,hambelle wammana,hambelle wammana,,,,,,,
Oromiya,Guji,Kercha,Kercha,Kercha,kercha,Qercha Woreda,qerca,,,,,,,,,
Oromiya,Guji,Liben,Liben,Liben,Liben Woreda,liban,,,,,,,,,,
Oromiya,Guji,Negele Town,Negele Town,Negele Town,Negele Town Woreda,nagele town,negele hospital,,,,,,,,,
Oromiya,Guji,Odo Shakiso,Odo shakkiso,Odo Shakiso,oddo shakiso,,,,,,,,,,,
Oromiya,Guji,Seba Boru,Saba Boru,Seba Boru,Seba Boru Woreda,sebu boru,seba boru,saba boru,sabba boru,,,,,,,
Oromiya,Guji,Shakiso Town,Shakiso Town,Shakiso Town,Shakiso Town Woreda,shakiso town,Shakiso Woreda,shakkisso,,,,,,,,
Oromiya,Guji,Uraga,Uraga,Uraga,Uraga Woreda,,,,,,,,,,,
Oromiya,Guji,Wadera,Wadera,Wadera,Wadera Woreda,wadara,waadara,,,,,,,,,
Oromiya,Horo,Abayi Choman,Abay Chomen,Abayi Choman,Abay Chomen Woreda,abay comen,abayi choman,abey chomen,,,,,,,,
Oromiya,Horo,Abe Dongoroo,Abe Dongoro,Abe Dongoroo,abe dongoroo,Abe Dengoro Woreda,,,,,,,,,,
Oromiya,Horo,Amuru,Amuru,Amuru,Amuru Woreda,,,,,,,,,,,
Oromiya,Horo,Guduru,Guduru,Guduru,Guduru Woreda,guduru,,,,,,,,,,
Oromiya,Horo,Hababo Guduru,Hababo Guduru,Hababo Guduru,Hababo Guduru Woreda,,,,,,,,,,,
Oromiya,Horo,Horoo,Horo,Horoo,Horo Woreda,horoo,,,,,,,,,,
Oromiya,Horo,Jardegas Jarte,Jardega Jarte,Jardegas Jarte,Jardga Jarte Woreda,jardega jarte,jardega jarte,jardegas jarte,jarte jardega,,,,,,,
Oromiya,Horo,Jima Raree,Jimma Rare,Jima Raree,Jimma Rare Woreda,jimma rare,,,,,,,,,,
Oromiya,Horo,Jimma Gannatii,Jima Geneti,Jimma Gannatii,Jimma Geneti Woreda,jimma geneti,jimma ganati,jimma gannatii,,,,,,,,
Oromiya,Horo,Shambu Town,Shambu,Shambu Town,Shambu Town Woreda,shambu hospital,,,,,,,,,,
Oromiya,Ilu Ababor,Ale,Ale,Ale,Ale Special Woreda,Ale Woreda,ali,,,,,,,,,
Oromiya,Ilu Ababor,Alge,Alge,Alge,alge sachi,Alge Sachi Woreda,alge,,,,,,,,,
Oromiya,Ilu Ababor,Becho,Becho,Becho,Becho Woreda,tulu bolo hospital,,,,,,,,,,
Oromiya,Ilu Ababor,Bedele,Bedele,Bedele,bedele,bedele zuria,Bedele Zuria Woreda,,,,,,,,,
Oromiya,Ilu Ababor,Bedele Town,Bedele Town,Bedele Town Woreda,,,,,,,,,,,,
Oromiya,Ilu Ababor,Borecha,Borecha,Borecha,borecha,,,,,,,,,,,
Oromiya,Ilu Ababor,Bure,Bure,Bure,bure town,Bure Woreda,,,,,,,,,,
Oromiya,Ilu Ababor,Chewaka,Chewaka,Chewaka,chewaka,Chewaqa Woreda,chwaka,,,,,,,,,
Oromiya,Ilu Ababor,Chora,Chora,Chora,Chora Woreda,,,,,,,,,,,
Oromiya,Ilu Ababor,Dabo Hana,Dabo Hana,Dabo Hana,Dabo Hana Woreda,dapho hana,,,,,,,,,,
Oromiya,Ilu Ababor,Darimu,Darimu,Darimu,Darimu Woreda,,,,,,,,,,,
Oromiya,Ilu Ababor,Dega,Dega,Dega,dega,,,,,,,,,,,
Oromiya,Ilu Ababor,Didesa,Didesa,Didesa,Dedesa Woreda,didesa,,,,,,,,,,
Oromiya,Ilu Ababor,Didu,Didu,Didu,Didu Woreda,,,,,,,,,,,
Oromiya,Ilu Ababor,Doreni,Doreni,Doreni,Doranii Woreda,doranii,,,,,,,,,,
Oromiya,Ilu Ababor,Gechi,Gechi,Gechi,Gechi Woreda,gaji,,,,,,,,,,
Oromiya,Ilu Ababor,Halu,Halu,Halu,Halu Woreda,,,,,,,,,,,
Oromiya,Ilu Ababor,Hurumu,Hurumu,Hurumu,Hurumu Woreda,,,,,,,,,,,
Oromiya,Ilu Ababor,Meko,Meko,Meko,Meko Woreda,mako,,,,,,,,,,
Oromiya,Ilu Ababor,Metu,Matu,Metu,Metu rural Woreda,metu rural,metu zuria,,,,,,,,,
Oromiya,Ilu Ababor,Metu Town,Metu Town,Metu Town Woreda,,,,,,,,,,,,
Oromiya,Ilu Ababor,Nono,Nono,Nono,Nono Woreda,Nono Benj Woreda,nono benja,nonno benja,,,,,,,,
Oromiya,Ilu Ababor,Nopha,Nopha,Nopha,nopha,Bilo nopha woreda,,,,,,,,,,
Oromiya,Ilu Ababor,Yayo,Yayo,Yayo,Yayo Woreda,yayo,,,,,,,,,,
Oromiya,Jimma,Agaro,Agaro,Agaro,Agaro Town Woreda,agaro town,,,,,,,,,,
Oromiya,Jimma,Chora Botor,Chora Boter,Chora Botor,Chora Boter Woreda,chora botor,,,,,,,,,,
Oromiya,Jimma,Deddo,Deddo,Deddo,Dedo Woreda,deddo,,,,,,,,,,
Oromiya,Jimma,Gera,Gera,Gera,Gera Woreda,,,,,,,,,,,
Oromiya,Jimma,Gomma,Gomma,Gomma,Gomma Woreda,,,,,,,,,,,
Oromiya,Jimma,Gummay,Gummaay,Gummay,Guma Woreda,gumma,gummay,,,,,,,,,
Oromiya,Jimma,Limu kossaa,Limmu Kossaa,Limu kossaa,Limu Kosa Woreda,limmu kossa,limu kossaa,,,,,,,,,
Oromiya,Jimma,Limu saqaa,Limmu Saqaa,Limu saqaa,Limu Seka Woreda,limmu seka,limu saqaa,,,,,,,,,
Oromiya,Jimma,Manna,Mannaa,Manna,Mana Woreda,manna,,,,,,,,,,
Oromiya,Jimma,Nonno,Nonno benjaa,Nonno,Nonno Sale Woreda,nonno sale,nono sale,nonno,,,,,,,,
Oromiya,Jimma,Omo Nada,Omo Naddaa,Omo Nada,Omonada Woreda,ommo nadda,omo nada,,,,,,,,,
Oromiya,Jimma,Qarsaa,Qarsaa,Qarsaa,qarsaa,qarsaa,Qarsaa Woreda,,,,,,,,,
Oromiya,Jimma,Seka cekorsa,Saqa Caqorsa,Seka cekorsa,Seka Chokorsa Woreda,seka cekorsa,seka chokorsa,saka chekorsa,,,,,,,,
Oromiya,Jimma,Sentema,Saxxammaa,Sentema,Setema Woreda,,,,,,,,,,,
Oromiya,Jimma,Shabe,Shabe Sombo,Shabe,shabe,shabe sombo,Shebe senbo woreda,,,,,,,,,
Oromiya,Jimma,Sigimo,Sigimo,Sigimo,Sigmo Woreda,sigimo,sigamo,,,,,,,,,
Oromiya,Jimma,Sokoru,Sokoru,Sokoru,Sekoru Woreda,sokoru,,,,,,,,,,
Oromiya,Jimma,Tiro Afeta,Tiro afata,Tiro Afeta,Tiro Afeta Woreda,,,,,,,,,,,
Oromiya,Kellem,Anfillo,Anfillo,Anfillo,anfillo,Anfilo Woreda,,,,,,,,,,
Oromiya,Kellem,Dale Sadi,Dalle Sedi,Dale Sadi,dale sadi,Dale Sedi Woreda,,,,,,,,,,
Oromiya,Kellem,Dale Wabera,Dalle Wabera,Dale Wabera,Dale Wabera Woreda,,,,,,,,,,,
Oromiya,Kellem,Dambi Dollo,Dembi Dollo,Dambi Dollo,dambi dolo,dambi dollo,denbi dollo town,dambi dolo hospital,dembi dolo town woreda,,,,,,,
Oromiya,Kellem,Gawo Kebe,Gawo Kebbe,Gawo Kebe,Gawo Kebe Woreda,gawo kebe,,,,,,,,,,
Oromiya,Kellem,Gidami,Gidami,Gidami,Gidami Woreda,gidami,,,,,,,,,,
Oromiya,Kellem,Hawa Gelan,Hawa Gelan,Hawa Gelan,Hawa Gelan Woreda,,,,,,,,,,,
Oromiya,Kellem,Jimma Horro,Jimma Horro,Jimma Horro,Jimma Horo Woreda,jimma horro,,,,,,,,,,
Oromiya,Kellem,Lalo Kile,Lalo Kile,Lalo Kile,Lalo Qile Woreda,lalo kile,lalo qile,,,,,,,,,
Oromiya,Kellem,Seyyo,Seyyo,Seyyo,Seyo Woreda,seyyo,seyo,,,,,,,,,
Oromiya,Kellem,Yemalogi Walel,Yemalogi Wolel,Yemalogi Walel,Yemalogi Welel Woreda,yemalogi walel,yemalogi wolel,,,,,,,,,
Oromiya,North Shoa,Abichu Gnea,Abichu Gnea,Abichu Gnea,Abichuna Gnea Woreda,abichuna gnaa,abichu gnea,abichuna gnea,,,,,,,,
Oromiya,North Shoa,Aleltu,Aleltu,Aleltu,aleltu,Aleltu Woreda,,, ,,,,,,,
Oromiya,North Shoa,Debre Libanos,Debre Libanos,Debre Libanos,Debre Libanos Woreda,debere libanos,,,,,,,,,,
Oromiya,North Shoa,Degem,Degem,Degem,Degem Woreda,,,,,,,,,,,
Oromiya,North Shoa,Dera,Dera,Dera,Dera Woreda,,,,,,,,,,,
Oromiya,North Shoa,Fitche Town,Fitche Town,Fitche Town,Fiche Town Woreda,fiche town,fitche town,fiche,fiche hospital,,,,,,,
Oromiya,North Shoa,Girar Jarso,Girar Jarso,Girar Jarso,Girar Jarso Woreda,,,,,,,,,,,
Oromiya,North Shoa,Hedhebu Abote,Hedhebu Abote,Hedhebu Abote,Hidabu Abote Woreda,hedhebu abote,,,,,,,,,,
Oromiya,North Shoa,Jida,Jida,Jida,Jido Woreda,jida,,,,,,,,,,
Oromiya,North Shoa,Kimbibit,Kimbibit,Kimbibit,Kimbibit Woreda,sheno,,,,,,,,,,
Oromiya,North Shoa,Kuyu,Kuyu,Kuyu,Kuyu Woreda,kuyu hospital,,,,,,,,,,
Oromiya,North Shoa,Wachale,Wachale,Wachale,Wuchale Woreda,wachale,,,,,,,,,,
Oromiya,North Shoa,Were Jarso,Were Jarso,Were Jarso,Were Jarso Woreda,,,,,,,,,,,
Oromiya,North Shoa,Yaya Gulele,Yaya Gulele,Yaya Gulele,Yaya Gulele Woreda,,,,,,,,,,,
Oromiya,South Wollo,Amaya,Ameya,Amaya,amaya,Ameya Woreda,,,,,,,,,,
Oromiya,South Wollo,Becho,Becho,Becho,bicho,,,,,,,,,,,
Oromiya,South Wollo,Dawo,Dawo,Dawo,Dawo Woreda,,,,,,,,,,,
Oromiya,South Wollo,Goro,Goro,Goro,Goro Woreda,,,,,,,,,,,
Oromiya,South Wollo,Ilu,Ilu,Ilu,Ilu Woreda,,,,,,,,,,,
Oromiya,South Wollo,Kersa Malima,Kersamalima,Kersa Malima,Kersana Malima Woreda,kersa ena malima( SWS),kersa malima,kersa eh,,,,,,,,
Oromiya,South Wollo,Sedensoddo,Sedensoddo,Seden soddo,Seden Sodo Woreda,seden soddo,,,,,,,,,,
Oromiya,South Wollo,Sodo Dachi,Sodo Dachi,Sodo Dachi,Sodo Dacha Woreda,sodo dacha,sodo dachi,,,,,,,,,
Oromiya,South Wollo,Tole,Tolee,Tole,Tole Woreda,,,,,,,,,,,
Oromiya,South Wollo,Wenchi,Wenchi,Wenchi,Wonchi Woreda,wenchi,,,,,,,,,,
Oromiya,South Wollo,Woliso Rural,Waliso,Woliso Rural,Woliso Rural Woreda,woliso,woliso rural,,,,,,,,,
Oromiya,South Wollo,Woliso Town,Waliso Town,Woliso Town,Woliso Town Woreda,woliso town,,,,,,,,,,
Oromiya,West Arsi,Adaba,Adaba,Adaba,Adaba Woreda,,,,,,,,,,,
Oromiya,West Arsi,Arsi Nagele,Arsi Negelle,Arsi Nagele,arsi negele rural,arsi nagele,Arsi Negele Woreda,arsi negelle,,,,,,,,
Oromiya,West Arsi,Arsi Nagele Town,Arsi Negelle Town,Arsi Nagele Town,arsi nagele town,arsi negele town,Arsi Negelle Town Woreda,,,,,,,,,
Oromiya,West Arsi,Bishan Guracha,Bishan Guracha,Bishan Guracha,bishan guracha,bishan guracha town,Bishan Guracha Town Woreda,,,,,,,,,
Oromiya,West Arsi,Dodola,Dodola,Dodola,Dodola Rural Woreda ,dodola rural,,Dodola Woreda,,,,,,,,
Oromiya,West Arsi,Dodola Town,Dodola Town,Dodola Town,,,dodola town,,,,,,,,,
Oromiya,West Arsi,Gadab Hasasa,Gedeb Hasasa,Gadab Hasasa,Gedeb Asasa Woreda,gedeb hasassa,gadab hasasa,gadeb asasa,,,,,,,,
Oromiya,West Arsi,Kofale,Kofele,Kofale,Kofele Woreda,kofale,,,,,,,,,,
Oromiya,West Arsi,Kokosa,Kokosa,Kokosa,Kokosa Woreda,kokossa,,,,,,,,,,
Oromiya,West Arsi,Nansebo,Nensebo,Nansebo,Nensebo Woreda,nansebo,,,,,,,,,,
Oromiya,West Arsi,Qore,Kore,Qore,Qore Woreda,qore,kore ,,,,,,,,,
Oromiya,West Arsi,Shala,Shala,Shala,Shala Woreda,shalla,shala seyemt,,,,,,,,,
Oromiya,West Arsi,Shashemene,Shashamane,Shashemene,Shashemene Zuria Woreda,shashemene zuria,shashemene rural,gambo hospital,,,,,,,,
Oromiya,West Arsi,Siraro,Siraro,Siraro,Siraro Woreda,,,,,,,,,,,
Oromiya,West Arsi,Wondo,Wondo,Wondo,Wondo Woreda,wondo,,,,,,,,,,
Oromiya,West Hararge,Anchar,Ancaar,Anchar,Anchar Woreda,ancar,,,,,,,,,,
